year,male,female
1989,28.38021,10.74188
1990,26.94739,10.18671
1991,29.20185,9.104451
1992,26.72009,8.590002
1993,25.56555,9.120775
1994,26.74516,9.546003
1995,25.19455,8.803282
1996,25.09206,9.073054
1997,23.76165,7.795402
2001,21.919,7.853479
2002,22.44623,9.060589
2003,19.12907,7.772471
2004,18.738,7.944855
2004,0.597565532,0.446933389
2004,3.257120609,2.107353687
2004,17.50307846,7.750602245
2004,14.74799156,5.488035202
2004,12.34579182,6.960760593
2004,8.492129326,4.514622211
2004,3.846517801,5.062223911
1951,5.785297,2.726427
1952,7.27397,3.557668
1953,10.18897,2.513744
1954,8.769217,3.52006
1955,13.79281,2.951571
1956,12.91296,2.004345
1957,14.62698,1.002481
1958,7.793511,1.997751
1960,6.642903,1.929697
1961,7.362831,2.060731
1962,6.522882,1.422584
1963,5.279912,0.6129742
1967,8.358265,1.817805
1968,11.58803,5.748702
1970,15.66931,4.756058
1971,10.35357,1.656986
1972,16.13442,6.732993
1973,16.64358,5.951644
1974,11.05883,6.169045
1975,13.91031,6.241136
1976,14.94793,5.048275
1977,13.52917,5.142674
1978,8.303322,1.132487
1979,7.63773,3.493548
1980,7.16725,1.637456
1981,7.789286,2.97772
1982,11.10799,3.640255
1983,13.98364,4.719494
1984,9.777418,3.369459
1985,4.584487,0.7385139
1986,13.30337,5.986737
1987,16.99072,4.617908
1988,22.93384,7.859989
1989,25.24604,6.960498
1990,22.43776,7.57019
1991,20.94859,5.057765
1992,22.6082,4.470154
1993,23.88354,4.523787
1994,19.5026,5.045835
1995,27.16472,6.311679
1996,20.38877,5.349893
1997,22.11063,4.776528
1998,23.93831,4.401545
1999,19.1211,4.499389
2000,22.07167,4.841399
2001,22.7507,5.463157
2002,20.08665,3.737824
2004,22.53356361,7.175161362
2004,4.329698563,1.971736789
2004,4.583178043,2.639457464
1981,18.75795,6.226524
1982,14.01583,6.27384
1985,15.12287,4.886627
1986,16.7749,7.469977
1987,14.81979,7.609131
1988,14.73198,6.029309
1989,13.47969,5.757218
1990,15.5346,5.822345
1991,13.32006,5.606867
1992,13.22693,5.243183
1993,11.72937,4.095586
1994,10.02413,4.861675
1995,11.29969,2.616967
1996,12.59451,3.076711
1997,13.42804,3.446744
1998,16.84886,4.092763
2004,20.89617538,4.012059212
2004,8.264158249,7.446298599
1982,47.42691,9.485607
1983,49.35331,9.808056
1984,51.90044,10.17777
1985,42.3809,8.968728
1986,31.0752,8.041356
1987,31.58979,8.053088
1988,32.15807,8.14377
1989,35.44636,8.102757
1990,35.57103,8.005068
2004,16.82118797,8.046066284
1981,39.32916,7.436482
1982,40.96602,7.745018
1985,36.04244,7.111
1986,28.38107,6.966435
1987,29.96474,7.1759
1988,29.28366,7.015817
1989,33.20305,7.286044
1990,32.74656,6.774807
1991,32.91568,6.531469
1992,35.71603,7.356577
1993,38.55526,7.255165
1994,43.18591,7.740508
1995,46.52814,7.520094
1996,48.82568,7.687284
1997,47.38778,7.998254
1998,46.86461,8.130715
1999,45.97361,7.55036
2000,46.48815,7.670717
2001,43.15834,6.383736
2002,41.1476,6.361105
2003,40.38043,6.256175
2004,37.3636,5.39009
2004,1.806055069,0.274214566
1950,11.43233,5.367217
1951,11.29382,5.466589
1952,11.12799,5.059583
1953,11.91818,5.663029
1954,12.4511,6.053491
1955,12.10914,6.340184
1956,12.56579,6.697222
1957,12.40468,6.864992
1958,12.51756,6.803025
1959,12.18669,6.780856
1960,11.99681,6.661391
1961,11.75955,6.950402
1962,12.65946,7.493289
1963,12.7929,7.807155
1964,12.07235,7.645912
1965,11.1514,7.214386
1966,10.85252,6.986245
1967,10.5854,6.294775
1968,10.20879,6.129091
1969,9.582495,5.7487
1970,8.719311,5.405731
1971,8.665622,5.371745
1972,8.545503,5.229085
1973,8.747685,5.33337
1974,8.895075,5.380699
1975,8.450904,5.148705
1976,9.011999,5.041883
1977,9.162452,5.316658
1978,9.446365,5.232867
1979,9.980624,5.512966
1980,10.2206,5.566744
1981,10.73835,5.229814
1982,10.81128,4.948067
1983,10.84736,4.734631
1984,10.98399,4.635503
1985,11.32458,4.682991
1986,11.13024,3.999975
1987,10.68571,3.807797
1988,11.81646,3.846012
1989,10.57383,3.181611
1990,11.51284,3.194811
1991,11.40854,3.013177
1992,11.54631,3.054398
1993,11.11882,2.900457
1994,10.92725,2.795025
1995,10.76036,2.725696
1996,10.08934,2.828773
1997,10.15644,2.762585
1998,10.81911,2.856035
1999,10.81001,2.861329
2000,10.33551,2.871172
2001,10.20752,2.635219
2002,10.09898,2.755822
2003,9.572784,2.660466
2004,9.783954,2.879764
1950,17.77851,4.960009
1951,16.28027,4.561817
1952,15.88175,4.287655
1953,16.20172,4.190372
1954,16.45053,4.078955
1955,16.17426,4.496099
1956,15.95694,4.375252
1957,15.77539,4.237473
1958,17.29955,4.739722
1959,17.16739,4.696201
1960,17.11468,4.97594
1961,16.7991,4.965976
1962,17.32314,5.601066
1963,17.41107,5.965665
1964,17.04449,5.833147
1965,17.31475,6.312077
1966,17.10003,6.091924
1967,16.70201,6.288045
1968,16.6772,6.063595
1969,16.96198,6.495037
1970,17.55323,6.764477
1971,17.43881,6.994441
1972,18.07107,6.896132
1973,18.12635,6.578322
1974,18.35826,6.579705
1975,18.84915,6.739123
1976,18.36837,6.497314
1977,19.44749,6.599395
1978,18.25219,6.084483
1979,17.98113,5.831119
1980,17.9068,5.254861
1981,17.93703,5.563645
1982,18.37661,5.313848
1983,18.32817,5.124713
1984,18.6866,5.124178
1985,18.82926,4.825583
1986,19.42881,5.030247
1987,19.24467,4.862983
1988,18.87749,4.656812
1989,18.74973,4.476208
1990,19.17359,4.463702
1991,18.97799,4.323066
1992,18.50595,4.237412
1993,18.74911,4.269796
1994,18.72958,4.120951
1995,18.6631,4.027353
1996,18.05777,4.012577
1997,17.49109,4.041173
1998,17.311,3.971198
1999,16.37104,3.740543
2000,15.8555,3.634614
2001,16.30071,3.722382
2002,16.45662,3.841498
2003,16.13232,3.837264
2004,16.18447,4.175814
1955,18.04284,7.821382
1956,21.16918,9.487456
1957,17.06626,7.101563
1958,18.14059,5.600165
1959,19.27122,5.789924
1960,19.4641,7.090849
1963,16.80121,4.748742
1964,14.15188,3.986283
1965,17.79073,5.687175
1966,17.03898,5.505983
1967,16.58594,5.024784
1968,16.8644,4.872096
1969,16.61457,5.634128
1970,14.48357,5.243791
1971,17.2133,4.628649
1972,18.96768,4.473436
1973,19.29246,4.54467
1974,17.8912,6.014835
1975,16.71816,4.083939
1976,16.20861,5.437172
1977,19.51051,4.145528
1978,16.40801,4.677876
1980,15.75476,2.957085
1981,15.45711,2.594344
1982,18.11897,3.678551
1983,18.61906,3.279607
1984,18.0129,3.863088
1985,15.76493,3.107611
1986,13.39979,3.52106
1987,12.65487,3.911052
1988,13.91242,3.361566
1989,17.94848,4.188364
1990,16.42166,3.695709
1993,19.61811,5.488769
1994,20.18342,4.154894
1995,20.36055,5.791384
1996,19.37699,4.79489
1997,22.63041,4.889874
1998,25.5048,5.797886
1999,22.12918,4.640351
2000,27.87655,5.195457
2001,23.17886,5.992177
2004,24.62257,5.87522
1981,15.05294,4.706081
1982,14.24871,4.700735
1985,16.64022,5.843649
1986,15.14436,5.153222
1987,13.19061,5.550764
1988,11.97316,5.186389
1989,14.47702,5.754392
1990,13.63582,5.557875
1991,13.81388,4.245213
1992,12.09948,3.858855
1993,12.4207,3.871968
1994,13.04666,3.723653
1995,13.9437,3.704561
1996,15.54354,3.800148
1997,13.59914,3.434181
1998,13.49692,3.408654
1999,14.07134,3.905299
2000,14.4234,4.224298
2001,13.80541,3.965342
2002,10.84465,3.367691
2003,9.563709,3.1516
2004,8.335874,2.460547
2004,5.264332771,4.640526295
1955,11.71573,2.761771
1956,12.50311,3.440769
1957,10.25231,2.740319
1958,12.44056,3.402511
1959,10.96162,4.563677
1960,12.09969,3.825712
1961,10.9523,4.445967
1962,10.84552,4.279155
1963,11.38046,4.085367
1964,12.68132,3.904315
1965,13.46029,3.980485
1966,14.03911,4.737731
1967,12.96048,4.284422
1968,12.4001,4.133926
1969,15.00241,5.088382
1970,14.48611,4.608035
1971,13.47754,4.265741
1972,13.02315,4.063846
1973,12.89934,3.198213
1974,10.29035,2.95806
1975,11.37829,3.108485
1976,10.09245,2.485117
1977,9.832047,2.247088
1978,10.68574,2.456438
1979,8.958564,1.899036
1980,11.24496,2.16434
1981,9.579517,2.010783
1982,9.191083,2.33286
1983,10.54608,2.257488
1985,10.37314,2.101539
1986,10.01337,2.033747
1987,9.010385,1.909971
1988,10.07475,1.672729
1989,9.943327,2.104551
1990,10.37613,2.247543
1992,10.12002,1.615445
1993,9.66666,1.602647
1994,10.28348,2.075771
1996,9.180905,1.528837
1997,9.015438,1.824896
1998,9.398416,1.777638
1999,10.00875,1.890461
2000,10.2961,1.627371
2001,10.58273,1.898149
2002,9.732867,1.837916
2003,8.302842,1.756944
2004,7.2048,1.579628
2004,14.20449734,9.281546593
1952,23.25524,10.05357
1953,24.09809,10.19366
1954,25.16584,11.24959
1955,24.42391,11.23531
1956,24.21899,10.62746
1957,23.43021,10.5677
1958,24.58185,10.54551
1959,23.78552,10.60355
1960,23.7907,10.6596
1961,23.39816,10.97472
1962,23.20643,10.41092
1963,24.44666,10.88167
1964,25.37607,11.36707
1965,24.93201,11.32999
1966,25.87004,11.49965
1967,27.96327,11.43323
1968,26.36491,11.69543
1969,26.43683,12.1856
1970,27.14107,12.59102
1971,26.30488,12.24174
1972,25.07037,11.52183
1973,26.02585,11.98623
1974,26.30085,12.04591
1975,26.08299,11.84409
1976,27.17856,12.11986
1977,28.02503,12.74571
1978,27.49423,12.15791
1979,26.25374,11.39117
1980,25.21093,10.89978
1981,26.31953,11.09901
1982,26.27146,10.52612
1983,25.19592,10.85313
1984,24.57673,9.769133
1985,25.05526,9.466913
1986,22.48152,8.796329
1987,22.35457,8.562513
1988,20.69531,7.769985
1989,19.45896,7.13517
1990,18.63537,6.796198
2004,7.235575199,5.373616695
1968,20.71317,6.980638
1969,22.32288,7.668771
1978,19.92653,8.268257
1979,20.5665,7.954185
1980,21.30191,7.97878
1981,22.80865,8.267892
1982,22.37416,9.055255
1983,22.67598,8.625981
1984,23.24142,8.548234
1985,22.53332,8.234728
1986,22.3238,8.31718
1987,23.3355,9.230215
1988,22.12781,8.753218
1989,22.4161,8.518538
1990,20.807,7.793037
2004,16.53609085,7.959890842
2004,18.83601761,9.376058578
